the_geom,OBJECTID,Borough,Block,Lot,Address,BBL,LPC_NAME,LPC_LPNumb,LPC_SiteDe,LPC_SiteSt,LPC_Altern,DesDate,LandmarkTy,URL_REPORT,Shape_Leng,Shape_Area
"MULTIPOLYGON (((-74.0108015328205 40.708003001478936, -74.01097907507418 40.70781239419451, -74.01097629983457 40.707810748324746, -74.01106879097553 40.70771145270664, -74.01112280221743 40.707743493992126, -74.01142750669167 40.70792425347222, -74.01117650198817 40.70822544506615, -74.0108015328205 40.708003001478936)))",200,MN,46,3,100 Broadway,1000460003,American Surety Company Building,LP-01934,"Borough of Manhattan Tax Map Block 46, Lot 3.",Designated,,06/24/1997,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1934.pdf,518.295850456,16658.2557048
"MULTIPOLYGON (((-74.004899358478 40.716030974923754, -74.00524461582579 40.71618653995817, -74.00503812825204 40.71643147713889, -74.0046949528485 40.71627251828306, -74.004899358478 40.716030974923754)))",207,MN,152,25,325-333 Broadway,1001520025,325-333 Broadway Building,LP-02112,"Borough of Manhattan Tax Map Block 152, Lot 25.",Designated,,08/13/2002,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2112.pdf,433.292182814,11719.3414445
"MULTIPOLYGON (((-74.0109818390369 40.70882303486197, -74.01110784024861 40.708668863381426, -74.01194967992404 40.70904748449304, -74.0118416580946 40.70920966778646, -74.0109818390369 40.70882303486197)))",208,MN,50,1,115 Broadway,1000500001,United States Realty Building,LP-01558,"Borough of Manhattan Tax Map Block 50, Lot 1.",Designated,,06/07/1988,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1558.pdf,680.389757091,18116.2073126
"MULTIPOLYGON (((-74.00770608487987 40.71765513347557, -74.0080426913387 40.717222009251756, -74.00886263478039 40.717588513369044, -74.0087611721823 40.71812097107623, -74.00770608487987 40.71765513347557)))",212,MN,144,40,60 Hudson Street,1001440040,Western Union Building,LP-01749,"Borough of Manhattan Tax Map Block 144, Lot 40.",Designated,,10/01/1991,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1749.pdf,981.111183918,54919.1700377
"MULTIPOLYGON (((-73.99620743556078 40.73695445503938, -73.99639941965178 40.73668902126429, -73.99647709509651 40.73672130776684, -73.996284975066 40.73698692807092, -73.99620743556078 40.73695445503938)))",213,MN,577,12,56 West 14th Street,1005770012,"R. H. Macy & Co. Store, 14th Street Annex",LP-02474,"Borough of Manhattan Tax Map Block 577, Lot 12/",Designated,,12/20/2011,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2474.pdf,269.888602886,2708.47065814
"MULTIPOLYGON (((-74.00546607027698 40.715920947587165, -74.00551439960253 40.715863036171854, -74.00551394393834 40.71586282727532, -74.00559146122261 40.7157701052026, -74.00562406682933 40.71573124119472, -74.00569047891885 40.71576140052154, -74.00553993764275 40.715954624939215, -74.00546607027698 40.715920947587165)))",216,MN,151,7501,8 Thomas Street,1001517501,David S. Brown Store,LP-01010,"Borough of Manhattan Tax Map Block 151, Lot 27.",Designated,also known as the 8 Thomas Street Building,11/14/1978,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1010.pdf,209.125547613,1857.43729247
"MULTIPOLYGON (((-73.98550356803072 40.73865319869929, -73.98575737169773 40.73875994229776, -73.98581368403492 40.73868261367108, -73.98584627991261 40.73869632250419, -73.98607031049362 40.7387905437958, -73.98589423132525 40.73903303801016, -73.9853834106449 40.73881819699356, -73.98550356803072 40.73865319869929)))",218,MN,877,74,122-120 East 22nd Street,1008770074,Russell Sage Foundation Building and Annex,LP-02065,"Borough of Manhattan Tax Map Block 877, Lot 74.",Designated,,06/20/2000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2065.pdf,525.24485536,13731.0087873
"MULTIPOLYGON (((-73.98165639040809 40.77814222299346, -73.98157555052742 40.77810813148953, -73.98142679469082 40.778045442558074, -73.98127656448379 40.77798211473822, -73.98145904203236 40.77772188107346, -73.98181966326119 40.777873633546754, -73.98175578903903 40.77816968788278, -73.98174797587896 40.778180829460204, -73.98165639040809 40.77814222299346)))",219,MN,1143,1,171 West 71st Street,1011430001,Dorilton Apartments,LP-00858,"Borough of Manhattan Tax Map Block 1143, Lot 1.",Designated,,10/08/1974,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0858.pdf,484.792571891,14237.4572363
"MULTIPOLYGON (((-74.00409143057286 40.72004065223209, -74.00445393053641 40.719581455352994, -74.00500519664557 40.71982922327563, -74.00502028506678 40.720461523612144, -74.00409143057286 40.72004065223209)))",222,MN,192,1,32 Sixth Avenue,1001920001,Long Distance Building of the American Telephone & Telegraph Company,LP-01747,"Borough of Manhattan Tax Map Block 192, Lot 1.",Designated,,10/01/1991,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1747.pdf,902.718352428,46654.1519108
"MULTIPOLYGON (((-73.98662406253871 40.714456762128606, -73.98677981966284 40.71444390102075, -73.98682430683324 40.71474116369709, -73.98666856080914 40.714754268003816, -73.98662406253871 40.714456762128606)))",225,MN,315,45,228 East Broadway,1003150045,Bialystoker Center and Home for the Aged,LP-02529,Borough of Manhattan Tax Map Block 315 Lot 45,Designated,,05/21/2013,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2529.pdf,304.963512113,4736.45318309
"MULTIPOLYGON (((-74.00727060433549 40.706995478729944, -74.00746097342073 40.70678661546827, -74.00749860593997 40.70680790020947, -74.00758963031022 40.706721873802294, -74.00771469917038 40.706801077163654, -74.00743727844109 40.70710629130191, -74.00727060433549 40.706995478729944)))",231,MN,42,36,90-94 Maiden Lane,1000420036,90-94 Maiden Lane Building,LP-01648,"Borough of Manhattan Tax Map Block 42, Lot 36.",Designated,,08/01/1989,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1648.pdf,387.529349988,7599.71238932
"MULTIPOLYGON (((-73.98179193438476 40.755150129617974, -73.98197145750531 40.754904648582816, -73.98204272359689 40.754934551088944, -73.98186320184256 40.75518003223425, -73.98179193438476 40.755150129617974)))",232,MN,1259,18,33 West 43rd Street,1012590018,Fire Engine Company No. 65,LP-01545,"Borough of Manhattan Tax Map Block 1259, Lot 18.",Designated,,10/02/1990,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1545.pdf,249.774039955,2307.75092827
"MULTIPOLYGON (((-73.99652067656778 40.74432193548402, -73.9967004077098 40.74407223836629, -73.99673882770001 40.744088458487255, -73.99678851916038 40.744109436287204, -73.99683490262085 40.74412901818939, -73.99688886001287 40.744151797076555, -73.99725113548969 40.74430473664563, -73.997070680029 40.744553492666064, -73.99652067656778 40.74432193548402)))",238,MN,772,64,222 West 23rd Street,1007720064,Chelsea Apartments,LP-00215,"Borough of Manhattan Tax Map Block 772, Lot 64.",Designated,now the Hotel Chelsea,03/15/1966,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0215.pdf,555.955427726,18066.1493601
"MULTIPOLYGON (((-73.99923740996127 40.72180448844008, -73.99936130866317 40.72165718294782, -73.99969209853015 40.72179909380041, -73.99956142054494 40.72195446098113, -73.99923740996127 40.72180448844008)))",239,MN,483,1,488-492 Broadway,1004830001,E. V. Haughwout Building,LP-00017,"Borough of Manhattan Tax Map Block 483, Lot 1.",Designated,,11/23/1965,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0017.pdf,341.310181085,6879.79101889
"MULTIPOLYGON (((-74.00525157948903 40.71561480030169, -74.00532737393773 40.715525241974845, -74.00566678789137 40.71568031974832, -74.00562406682933 40.71573124119472, -74.00559146122261 40.7157701052026, -74.00525157948903 40.71561480030169)))",240,MN,151,31,311 Broadway,1001510031,311 Broadway Building,LP-02343,"Borough of Manhattan Tax Map Block 151, Lot 31.",Designated,,01/12/2010,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2343.pdf,297.273096742,4260.426436
"MULTIPOLYGON (((-73.98029913906468 40.76643615370325, -73.98048112821603 40.7661835032995, -73.98065935407801 40.76593593621242, -73.98090458647238 40.76603894433508, -73.98071909350135 40.766283458774176, -73.98053130175371 40.766530933374135, -73.98029913906468 40.76643615370325)))",243,MN,1029,23,215 West 57th Street,1010290023,American Fine Arts Society,LP-00255,"Borough of Manhattan Tax Map Block 1029, Lot 23.",Designated,now the Arts Students League,12/10/1968,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0255.pdf,565.31064348,15610.8099042
"MULTIPOLYGON (((-73.98125653948371 40.76589284134409, -73.98146256073521 40.7656055562944, -73.98177655027409 40.76570399904859, -73.98171219736771 40.766085689941775, -73.98125653948371 40.76589284134409)))",246,MN,1028,7502,224-228 West 57th Street,1010287502,A. T. Demarest & Company and Peerless Motor Car Company Buildings,LP-02082,"Borough of Manhattan Tax Map Block 1028, Lot 47.",Designated,,12/19/2000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2082.pdf,497.955704953,14977.7900363
"MULTIPOLYGON (((-74.01038348920326 40.710899884738744, -74.01022291276254 40.71108062712688, -74.00999493343097 40.71097377092291, -74.00982807781266 40.71116301052322, -74.00921774463616 40.71088112278731, -74.00953625457646 40.7105080845409, -74.01038348920326 40.710899884738744)))",247,MN,80,1,195 Broadway,1000800001,American Telephone & Telegraph Company Building,LP-02194,"Borough of Manhattan Tax Map Block 80, Lot 1",Designated,,07/25/2006,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2194.pdf,871.611267737,38137.7217318
"MULTIPOLYGON (((-74.00900316324022 40.71198815114407, -74.00920203877733 40.711740942529744, -74.0094320110641 40.71184705450718, -74.00923538710512 40.71209538357003, -74.00900316324022 40.71198815114407)))",250,MN,88,2,14 Vesey Street,1000880002,New York County Lawyers' Association Building,LP-00076,"Borough of Manhattan Tax Map Block 88, Lot 2.",Designated,,11/23/1965,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0076.pdf,361.094847253,7913.97734047
"MULTIPOLYGON (((-73.98643216110194 40.74615430691738, -73.98650653220395 40.746052044232854, -73.9869054620765 40.746219892455564, -73.98683088058281 40.74632244713523, -73.98643216110194 40.74615430691738)))",251,MN,832,39,1 West 30th Street,1008320039,The Wilbraham,LP-02153,"Borough of Manhattan Tax Map Block 832, Lot 39.",Designated,,06/08/2004,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2153.pdf,337.929460141,5386.27911836
"MULTIPOLYGON (((-73.98392378265365 40.749547396075315, -73.98434746694817 40.74972277665008, -73.984401239941 40.74964922250837, -73.98453644627911 40.74970518917856, -73.98435288975176 40.74995626958826, -73.98379399679229 40.74972492165678, -73.98392378265365 40.749547396075315)))",252,MN,837,48,390 Fifth Avenue,1008370048,Gorham Building,LP-02027,"Borough of Manhattan Tax Map Block 837, Lot 48.",Designated,,12/15/1998,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2027.pdf,561.942898204,14354.4131016
"MULTIPOLYGON (((-73.98411684490152 40.76643806790068, -73.98374204746183 40.766951146993726, -73.98310901272869 40.766681776482436, -73.98348047678746 40.76616994344611, -73.98411684490152 40.76643806790068)))",253,MN,1047,7502,951-969 Eighth Avenue,1010477502,Hearst Magazine Building,LP-01625,"Borough of Manhattan, Tax Map Block 1047, Lot 36.",Designated,,02/16/1988,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1625.pdf,829.293117132,42945.6791848
"MULTIPOLYGON (((-74.00499902768246 40.71591320821772, -74.00505252534346 40.71584999816959, -74.00539502089707 40.7160042472324, -74.00534401717083 40.71606864149359, -74.00499902768246 40.71591320821772)))",254,MN,152,31,319 Broadway,1001520031,319 Broadway Building,LP-01650,"Borough of Manhattan Tax Map Block 152, Lot 31.",Designated,,08/29/1989,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1650.pdf,276.257761268,3032.15971695
"MULTIPOLYGON (((-73.97868951848851 40.75548334183177, -73.97859134725418 40.75544179502645, -73.9784668502206 40.75538910847115, -73.97865087953922 40.75513850418119, -73.9792901259234 40.75540676884872, -73.97914145358986 40.75560922423764, -73.97896585359138 40.75553491052829, -73.97892922698558 40.75558478642352, -73.97868951848851 40.75548334183177)))",255,MN,1281,1,551 Fifth Avenue,1012810001,Fred F. French Building,LP-01415,"Borough of Manhattan Tax Map Block 1281, Lot 1.",Designated,,03/18/1986,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1415.pdf,614.432265304,20067.4037436
"MULTIPOLYGON (((-74.0037906268207 40.71731522705022, -74.00384516822885 40.7172515924999, -74.00434956577371 40.71748944967823, -74.00429330046174 40.71755634707759, -74.0037906268207 40.71731522705022)))",259,MN,174,33,359 Broadway,1001740033,359 Broadway Building,LP-01758,"Borough of Manhattan Tax Map Block 174, Lot 33.",Designated,,10/16/1990,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1758.pdf,385.839569764,4659.1466069
"MULTIPOLYGON (((-73.98472917901265 40.74271454085511, -73.98509615335684 40.742211799879755, -73.9864412416594 40.74277910265739, -73.98607427197206 40.74328184967905, -73.98472917901265 40.74271454085511)))",260,MN,856,24,51 Madison Avenue,1008560024,New York Life Insurance Company Building,LP-02067,"Borough of Manhattan Tax Map Block 856, Lot 24",Designated,,10/24/2000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2067.pdf,1271.40030988,89288.9568748
"MULTIPOLYGON (((-73.99402063745569 40.73828611296735, -73.99418787931876 40.73805675957289, -73.99426359834781 40.738088617921385, -73.9940963436409 40.73831799033477, -73.99402063745569 40.73828611296735)))",263,MN,818,23,21 West 16th Street,1008180023,21 West 16th Street Building,LP-01586,"Borough of Manhattan Tax Map Block 818, Lot 23.",Designated,,05/01/1990,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1586.pdf,239.073444847,2291.43615416
"MULTIPOLYGON (((-74.00197579626091 40.71702341538805, -74.00214638384064 40.71683606120964, -74.0022295189042 40.71687706525756, -74.00206664930346 40.71706822677646, -74.00197579626091 40.71702341538805)))",264,MN,172,23,70-76 Lafayette Street,1001720023,Ahrens Building,LP-01759,"Borough of Manhattan Tax Map Block 172, Lot 23.",Designated,,01/14/1992,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1759.pdf,223.517534673,2385.35324122
"MULTIPOLYGON (((-74.00353820174664 40.71264310926101, -74.00404373841477 40.712509196590915, -74.00431324988527 40.712653024467876, -74.00432007748407 40.71267630331142, -74.00399233567921 40.71302176451004, -74.00385941063342 40.71316187407665, -74.00350020005152 40.71354049800263, -74.00321702356679 40.7133925920106, -74.00318238614075 40.713019138646544, -74.00328813234948 40.712907385915585, -74.00342450170325 40.71276327143043, -74.00353820174664 40.71264310926101)))",273,MN,121,1,1 Centre Street,1001210001,Municipal Building,LP-00079,"Borough of Manhattan Tax Map Block 121, Lot 1.",Designated,,02/01/1966,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0079.pdf,1037.10320201,62385.5886278
"MULTIPOLYGON (((-73.99631641451478 40.74031851565821, -73.99648072195932 40.74009312744105, -73.9966157260166 40.74015013539612, -73.9964513229825 40.740375655275194, -73.99631641451478 40.74031851565821)))",274,MN,793,56,130-132 West 18th Street,1007930056,130-132 West 18th Street Stables Building,LP-01817,"Borough of Manhattan Tax Map Block 793, Lot 56.",Designated,,12/11/1990,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1817.pdf,273.424545129,4018.94466499
"MULTIPOLYGON (((-74.00948849432756 40.708609402522015, -74.0098692761089 40.708198196231336, -74.01073630774822 40.70877012508302, -74.01048446482353 40.70907132601831, -74.00973636539747 40.708739727200246, -74.00971656275523 40.70873094889051, -74.00948849432756 40.708609402522015)))",278,MN,48,1,140 Broadway,1000480001,140 Broadway,LP-02530,"Borough of Manhattan Tax Map Block 48, Lot 1",Designated,Marine Midland Bank Building,06/25/2013,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2530.pdf,955.037603052,50824.2089547
"MULTIPOLYGON (((-73.9909387567465 40.7477481659207, -73.99111718882804 40.747503797724484, -73.99124288766241 40.74755666256659, -73.99140143554014 40.74762334079292, -73.9912235477659 40.747866964748056, -73.9909387567465 40.7477481659207)))",283,MN,805,7501,130 West 30th Street,1008057501,130 West 30th Street Building,LP-02101,"Borough of Manhattan Tax Map Block 805, Lot 81.",Designated,,11/13/2001,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2101.pdf,383.366309977,9151.4121158
"MULTIPOLYGON (((-74.00619644867322 40.71149789578938, -74.00645317458253 40.711319663402314, -74.00678952944321 40.71163650947287, -74.0064351131196 40.71172271591045, -74.00619644867322 40.71149789578938)))",284,MN,101,1,38 Park Row,1001010001,Potter Building,LP-01948,"Borough of Manhattan Tax Map Block 101, Lot 1.",Designated,,09/17/1996,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1948.pdf,453.186539487,12198.6006001
"MULTIPOLYGON (((-73.9951536580598 40.7226348378847, -73.9955049902519 40.722707271102664, -73.99547731000962 40.72277860206889, -73.99545002273939 40.72284892807484, -73.99533686461294 40.723140335579835, -73.99501012251798 40.7230047655092, -73.9951536580598 40.7226348378847)))",287,MN,494,21,32 Prince Street,1004940021,Roman Catholic Orphan Asylum,LP-00186,"Borough of Manhattan Tax Map Block 494, Lot 21.",Designated,now Saint Patrick's Convent and Girls' School,06/21/1966,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0186.pdf,509.100590415,15383.8421958
"MULTIPOLYGON (((-73.98436445648235 40.76122515247973, -73.9845619632941 40.7609119161012, -73.98493160473457 40.76106699590493, -73.9847509285654 40.76131659108303, -73.98467922101587 40.76128650651973, -73.98463996299223 40.761340740479326, -73.98436445648235 40.76122515247973)))",289,MN,1021,19,1619 Broadway,1010210019,Brill Building,LP-02387,"Borough of Manhattan Tax Map Block 1021, Lot 19",Designated,,03/23/2010,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2387.pdf,479.727342751,13817.6138895
