Property Name,County,DesDate,National Register Number,Longitude,Latitude,Georeference,Type
Clarkson Chapel,Columbia,10/7/83,90NR00224,-73.89631475,42.09374416,POINT (-73.8963147485 42.0937441593),chapel
St. James Chapel and Bard Infant School,Dutchess,8/19/93,90NR02905,-73.93506554,41.79119429,POINT (-73.9350655375 41.7911942919),chapel
Glenco Mills Methodist Chapel,Columbia,12/30/19,19NR00078,-73.74201403,42.15048235,POINT (-73.7420140256 42.1504823478),chapel
All Saints' Chapel,Ulster,9/11/86,90NR01113,-74.076185,41.84551092,POINT (-74.0761850017 41.8455109209),chapel
Wayside Chapel (Former),Rockland,4/6/00,00NR01596,-73.92012207,41.0734558,POINT (-73.9201220663 41.0734558),chapel
Ponckhockie Union Chapel,Ulster,4/23/80,90NR01097,-73.97433303,41.92624877,POINT (-73.9743330303 41.9262487736),chapel
Hayt's Corners Chapel and Schoolhouse,Tompkins,12/22/05,05NR05463,-76.54220849,42.46789238,POINT (-76.5422084918 42.4678923847),chapel
Trinity Chapel Complex,New York,12/16/82,90NR00944,-73.98982956,40.74373757,POINT (-73.98982956 40.7437375746),chapel
Union Chapel,Greene,12/28/01,01NR01852,-74.24501337,42.35299831,POINT (-74.2450133692 42.3529983126),chapel
St. Mary's Chapel,Nassau,4/6/05,99NR01530,-73.60948086,40.75103615,POINT (-73.6094808592 40.7510361473),chapel
St. James Chapel (All Souls Episcopal Church),Suffolk,6/16/00,97NR01246,-73.14673421,40.91580052,POINT (-73.1467342105 40.915800519),chapel
Manhanset Chapel,Suffolk,8/29/97,95NR00862,-72.33575393,41.06821432,POINT (-72.335753927 41.0682143218),chapel
St. Stephen's Chapel,Otsego,3/3/21,20NR00099,-75.24537159,42.49538537,POINT (-75.2453715905 42.495385365),chapel
St. Nicholas Episcopal Church (Zion Memorial Chapel),Dutchess,2/27/87,90NR00318,-73.94951881,41.58868665,POINT (-73.9495188052 41.5886866474),chapel
Chapel Of The Good Shepherd,New York,3/16/72,90NR00627,-73.95023339,40.76185884,POINT (-73.9502333925 40.7618588359),chapel
"Miller, William, Chapel and Ascension Rock",Washington,7/17/75,90NR02746,-73.31222328,43.59527563,POINT (-73.3122232786 43.5952756324),chapel
Chapel of Our Lady Help of Christians,Erie,12/14/78,90NR01199,-78.75374729,42.92613761,POINT (-78.7537472901 42.9261376104),chapel
Willard Memorial Chapel,Cayuga,6/8/89,90NR02888,-76.56335461,42.93696129,POINT (-76.5633546117 42.9369612918),chapel
Sylvan Beach Union Chapel,Oneida,7/24/09,08NR05914,-75.72979519,43.1990945,POINT (-75.7297951897 43.1990945026),chapel
Trinity Chapel,Queens,1/11/02,01NR01799,-73.75092307,40.6038766,POINT (-73.7509230665 40.6038766033),chapel
Big Moose Community Chapel,Herkimer,8/7/12,12NR06325,-74.87864036,43.81766045,POINT (-74.8786403648 43.8176604503),chapel
Mead Memorial Chapel,Westchester,11/30/99,99NR01528,-73.59976014,41.29657244,POINT (-73.5997601374 41.2965724409),chapel
St. Augustine's Chapel,New York,5/6/80,90NR00700,-73.98312495,40.71366206,POINT (-73.9831249461 40.713662061),chapel
Trinity Episcopal Chapel,St. Lawrence,2/19/90,90NR02554,-75.20049807,44.6620623,POINT (-75.200498074 44.6620622957),chapel
Brook Chapel,Rockland,2/1/10,09NR06016,-74.17411081,41.12404889,POINT (-74.174110809 41.1240488869),chapel
"Earl, Gardner, Memorial Chapel and Crematorium",Rensselaer,2/25/04,02NR04976,-73.67134668,42.7556,POINT (-73.6713466794 42.7555999956),chapel
Union Chapel,Orange,11/21/12,12NR06310,-73.99940887,41.44310791,POINT (-73.9994088672 41.4431079053),chapel
Olivet Chapel (St. John's AUMP Church),Orange,6/9/10,10NR06099,-74.32794547,41.40120518,POINT (-74.327945467 41.4012051812),chapel
Saint Thomas' Chapel,Suffolk,2/14/97,97NR01140,-72.14384148,40.97332767,POINT (-72.1438414816 40.9733276664),chapel
Garrett Memorial Chapel,Yates,3/30/01,00NR01708,-77.13089422,42.50867805,POINT (-77.1308942245 42.5086780538),chapel
St. Paul's Chapel,New York,10/15/66,90NR00878,-74.0095785,40.7114782,POINT (-74.0095784978 40.7114781987),chapel
Chapel Hill Bible Church,Ulster,1/7/05,03NR05096,-73.993903,41.58729202,POINT (-73.9939029976 41.5872920216),chapel
Chapel House,Albany,11/10/82,90NR01653,-73.8305183,42.68277607,POINT (-73.8305182977 42.6827760698),chapel
Union Chapel,Suffolk,11/23/84,90NR01879,-72.35697101,41.08485514,POINT (-72.3569710102 41.084855141),chapel
Rye Meeting House (Milton Chapel),Westchester,1/14/11,04NR05215,-73.68919592,40.95902404,POINT (-73.6891959238 40.9590240446),chapel
Lisanti Chapel,Bronx,1/11/02,01NR01803,-73.86289514,40.88005266,POINT (-73.8628951445 40.8800526553),chapel
Church of the Ascension Chapel and Rectory,Franklin,11/8/21,21NR00065,-74.3257309,44.34469632,POINT (-74.3257308971 44.3446963167),chapel
Chapel + Cultural Center,Rensselaer,2/22/11,10NR06126,-73.67237179,42.73177113,POINT (-73.6723717855 42.7317711318),chapel
The Church of the Heavenly Rest and the Chapel of the Beloved Disciple,New York,3/3/21,20NR00079,-73.95813765,40.78367643,POINT (-73.9581376454 40.783676433),chapel
Hamilton College Chapel,Oneida,11/3/75,90NR02048,-75.40565645,43.05203969,POINT (-75.4056564523 43.0520396933),chapel
Christian Church,Delaware,3/12/01,01NR01748,-74.8785422,42.29898446,POINT (-74.8785421996 42.2989844635),church
German Evangelical Lutheran Church of St. Mark,New York,4/15/04,03NR05087,-73.98719321,40.72707341,POINT (-73.9871932139 40.7270734136),church
Christ Episcopal Church,Westchester,4/23/87,90NR02525,-73.85933783,41.0749534,POINT (-73.859337833 41.0749534033),church
Saint Peter's Episcopal Church Complex,Delaware,7/31/98,97NR01284,-74.66958567,42.37002174,POINT (-74.6695856688 42.3700217436),church
Oak Hill Methodist Episcopal Church,Greene,11/1/06,04NR05383,-74.15456467,42.41225758,POINT (-74.1545646694 42.41225758),church
Brick Presbyterian Church,Wyoming,10/3/07,07NR05715,-78.00059804,42.72063698,POINT (-78.0005980375 42.7206369752),church
North Settlement Methodist Church,Greene,5/16/96,96NR00979,-74.2954629,42.33774058,POINT (-74.2954629011 42.3377405798),church
Buck's Bridge United Methodist Church,St. Lawrence,9/15/04,03NR05167,-75.16027944,44.70274457,POINT (-75.1602794432 44.7027445698),church
First Congregational Church of Bay Shore,Suffolk,5/3/02,01NR01795,-73.2459734,40.72610915,POINT (-73.2459734032 40.7261091454),church
Ladentown United Methodist Church,Rockland,9/7/05,05NR05445,-74.06743781,41.1853907,POINT (-74.0674378076 41.1853907032),church
Reformed Protestant Dutch Church of Klyne Esopus,Ulster,11/15/02,02NR04957,-73.97008569,41.85413973,POINT (-73.970085686 41.8541397311),church
St. Mark's Lutheran Church,Albany,11/10/82,90NR01634,-73.9689842,42.70449064,POINT (-73.9689841952 42.7044906406),church
First Congregational Free Church,Oneida,11/19/79,90NR02079,-75.45967647,42.94029701,POINT (-75.4596764658 42.9402970082),church
Mt. Zion Methodist Church,Westchester,5/10/90,90NR03152,-73.71463166,41.30157021,POINT (-73.7146316627 41.3015702142),church
The Oppenheim and St. Johnsville Union Society Church,Fulton,7/19/10,09NR06070,-74.71452399,43.0398081,POINT (-74.7145239853 43.0398081008),church
Saint James Church,Queens,11/12/99,99NR01470,-73.87782521,40.73835016,POINT (-73.8778252137 40.7383501625),church
West End Presbyterian Church & Parish House,New York,12/30/11,11NR06262,-73.96575381,40.79982963,POINT (-73.9657538067 40.7998296257),church
Holy Trinity (Protestant Episcopal) Church,Kings,12/23/87,90NR01349,-73.99266111,40.69458066,POINT (-73.9926611073 40.6945806614),church
Grace Episcopal Church,Broome,8/28/98,98NR01392,-75.96815827,42.32924973,POINT (-75.9681582653 42.3292497326),church
First Presbyterian Church of East Syracuse (DEMOLISHED),Onondaga,,98NR01294,-76.07060981,43.06537286,POINT (-76.0706098146 43.0653728644),church
St. John's Lutheran Church,Columbia,6/30/09,09NR05987,-73.63920283,42.04938781,POINT (-73.6392028349 42.0493878067),church
Congregational Church of the Evangel,Kings,12/11/09,09NR06032,-73.95684551,40.65720916,POINT (-73.9568455149 40.6572091555),church
St. John's Church Complex,Delaware,7/21/95,95NR00837,-74.91609742,42.27905955,POINT (-74.9160974226 42.2790595495),church
Italy Valley Methodist Church,Yates,8/24/94,94NR00672,-77.29216894,42.61086859,POINT (-77.2921689399 42.6108685936),church
Delaware Avenue Methodist Episcopal Church,Erie,11/15/03,01NR01805,-78.87521641,42.89360837,POINT (-78.875216413 42.8936083699),church
First United Presbyterian Church of Mumford,Monroe,4/1/02,01NR01860,-77.86157082,42.99214252,POINT (-77.8615708214 42.9921425204),church
First Presbyterian Church,Tioga,12/7/05,05NR05475,-76.49208576,42.21383652,POINT (-76.492085758 42.2138365209),church
Wesleyan Methodist Church,Seneca,8/29/80,90NR02212,-76.79967627,42.91086112,POINT (-76.7996762667 42.9108611215),church
Disciples of Christ Church,Erie,5/22/02,98NR01344,-78.74243166,42.96369408,POINT (-78.7424316635 42.9636940814),church
St. Bartholomew's Protestant Episcopal Church and Rectory,Kings,4/23/80,90NR01274,-73.95205716,40.67814885,POINT (-73.9520571567 40.6781488466),church
Sand Beach Church,Cayuga,6/10/75,90NR00098,-76.54666735,42.90339585,POINT (-76.5466673525 42.9033958493),church
First Baptist Church,Dutchess,7/25/01,00NR01607,-73.9280074,41.70517743,POINT (-73.9280074033 41.7051774327),church
Dutch Reformed Church,Orange,12/18/70,90NR02316,-74.00837743,41.50478931,POINT (-74.0083774251 41.5047893104),church
Batchellerville Presbyterian Church,Saratoga,6/16/00,99NR01546,-74.08129619,43.20933183,POINT (-74.0812961857 43.209331827),church
Cochecton Center Methodist Church,Sullivan,4/21/00,00NR01590,-74.98441511,41.65607155,POINT (-74.9844151147 41.6560715497),church
Lattingtown Baptist Church,Ulster,10/20/10,05NR05483,-74.00113429,41.64381034,POINT (-74.0011342919 41.6438103416),church
Thompson AME Zion Church,Cayuga,4/2/99,98NR01422,-76.5759455,42.92326973,POINT (-76.5759454993 42.9232697348),church
Dutch Reformed Church of Gansevoort,Saratoga,1/20/95,95NR00802,-73.65179346,43.1982329,POINT (-73.6517934611 43.1982329007),church
First Presbyterian Church of Delhi,Delaware,2/1/06,05NR05474,-74.92253813,42.27430932,POINT (-74.9225381267 42.2743093224),church
Starkey Corners Methodist Church,Yates,8/24/94,94NR00645,-76.93423013,42.5365228,POINT (-76.9342301251 42.5365227951),church
Hanson Place Seventh Day Adventist Church,Kings,4/23/80,90NR01273,-73.97393118,40.68525678,POINT (-73.9739311788 40.685256775),church
Saint Paul's Methodist Church,Rockland,3/12/01,01NR01741,-73.91994743,41.08605617,POINT (-73.919947432 41.0860561702),church
Immanuel Union Church,Richmond,7/27/18,18NR00015,-74.13120035,40.62017891,POINT (-74.1312003495 40.6201789095),church
St. Thomas Aquinas Roman Catholic Church Complex,Erie,2/21/17,15NR00029,-78.81505191,42.85096467,POINT (-78.8150519067 42.8509646717),church
Tabernacle Baptist Church,Oneida,1/4/12,11NR06247,-75.23435354,43.09852619,POINT (-75.2343535397 43.0985261866),church
Reformed Presbyterian Church Parsonage,Schenectady,10/11/84,90NR02639,-74.15675507,42.77112675,POINT (-74.1567550738 42.771126745),church
German Reformed Sanctity Church Parsonage,Columbia,1/30/76,90NR00230,-73.88219693,42.14183363,POINT (-73.8821969342 42.1418336263),church
"The First Church of Evans Complex, 7431 Erie Road",Erie,4/12/06,04NR05316,-79.01339147,42.68378412,POINT (-79.0133914701 42.6837841156),church
St. George's Episcopal Church,New York,12/8/76,90NR00931,-73.98500474,40.73436148,POINT (-73.9850047365 40.7343614753),church
Holy Trinity Roman Catholic Church Complex,Niagara,6/11/10,10NR06089,-79.0439934,43.08646429,POINT (-79.0439933995 43.0864642924),church
West Dryden Methodist Episcopal Church,Tompkins,8/9/91,91NR03368,-76.41487193,42.51756464,POINT (-76.4148719347 42.5175646431),church
Forest Presbyterian Church and Manse,Lewis,9/24/04,02NR04907,-75.36103483,43.61815564,POINT (-75.3610348315 43.6181556392),church
Grace Church and Dependencies,New York,6/28/74,90NR00768,-73.99080374,40.73196959,POINT (-73.9908037416 40.7319695887),church
Church of the Holy Innocents,Kings,6/16/05,04NR05415,-73.96267224,40.64449054,POINT (-73.9626722385 40.6444905361),church
St. Mary's Church,Albany,7/14/77,90NR01648,-73.75276373,42.65185196,POINT (-73.7527637316 42.6518519638),church
English Evangelical Lutheran Church of the Reformation,Monroe,3/12/92,91NR00155,-77.60316553,43.15917762,POINT (-77.603165526 43.1591776202),church
St. Paul's Episcopal Church,Jefferson,5/23/97,97NR01176,-75.9074442,43.97195539,POINT (-75.9074442048 43.9719553891),church
Canastota Methodist Church,Madison,5/23/86,90NR01424,-75.75512839,43.08120677,POINT (-75.755128394 43.0812067711),church
Saint Paul's Lutheran Church/English Evangelical Lutheran Church of Dansville,Livingston,6/25/13,11NR06204,-77.69551146,42.55869904,POINT (-77.6955114595 42.5586990437),church
St. Monica's Church,Queens,4/9/80,90NR01568,-73.79830735,40.70195962,POINT (-73.7983073508 40.7019596158),church
St. John's Evangelical Lutheran Church,Columbia,1/11/02,01NR01841,-73.79620019,42.09316768,POINT (-73.7962001852 42.0931676821),church
First Presbyterian Church of Newtown,Queens,9/9/13,13NR06450,-73.87708618,40.73558167,POINT (-73.8770861841 40.7355816696),church
First Presbyterian Church of Avon,Livingston,1/5/05,04NR05292,-77.70587175,42.90964441,POINT (-77.7058717468 42.9096444068),church
Evangelical Lutheran Church of St. Peter,Dutchess,4/24/75,90NR00328,-73.88710429,41.96272947,POINT (-73.8871042868 41.9627294669),church
Peekskill Presbyterian Church,Westchester,11/25/02,02NR04921,-73.92404679,41.28875027,POINT (-73.9240467914 41.2887502716),church
St. Philips Protestant Episcopal Church,New York,9/25/08,97NR01231,-73.94527783,40.81466251,POINT (-73.9452778336 40.8146625079),church
St. Paul's Church,Seneca,3/9/97,97NR01164,-76.85993219,42.90570575,POINT (-76.8599321855 42.9057057521),church
St. StephenΓÇÖs Mission Church Complex,Bronx,7/29/21,21NR00029,-73.86354454,40.9002842,POINT (-73.8635445447 40.9002841962),church
Harpursville United Methodist Church,Broome,1/18/06,05NR05519,-75.62400076,42.178164,POINT (-75.624000764 42.1781640034),church
St. Andrew's Episcopal Church,Suffolk,9/15/88,90NR01784,-72.91430594,40.83650502,POINT (-72.9143059383 40.8365050239),church
Saint Paul's Armenian Apostolic Church (Park Avenue Methodist Church),Onondaga,6/9/10,10NR06088,-76.17036081,43.05168978,POINT (-76.1703608144 43.0516897806),church
Brick Church Corners,Wayne,6/5/74,90NR02280,-77.30555564,43.25754276,POINT (-77.3055556406 43.2575427644),church
Lodi Methodist Church,Seneca,5/6/82,90NR02220,-76.82244049,42.61253217,POINT (-76.8224404932 42.6125321736),church
Middle Island Presbyterian Church,Suffolk,12/7/05,05NR05501,-72.96315212,40.87855553,POINT (-72.9631521185 40.8785555279),church
Christ Evangelical English Lutheran Church,Kings,8/30/07,07NR05736,-73.92865992,40.69226487,POINT (-73.9286599234 40.6922648721),church
Wall Street Methodist Episcopal Church,Cayuga,4/29/99,98NR01424,-76.57840736,42.93525346,POINT (-76.5784073638 42.9352534596),church
West Settlement Methodist Church,Greene,12/6/96,96NR01066,-74.36966955,42.33269939,POINT (-74.3696695512 42.3326993866),church
Thomas Memorial AME Zion Church,Jefferson,3/6/02,96NR01109,-75.91461014,43.98652145,POINT (-75.9146101386 43.9865214549),church
Calvary Episcopal Church (former),Oneida,7/3/08,03NR05102,-75.23095037,43.09484889,POINT (-75.2309503729 43.0948488855),church
Old Hawleyton Methodist Episcopal Church,Broome,9/28/06,06NR05590,-75.91671291,42.01882649,POINT (-75.9167129105 42.0188264903),church
St. John's Lutheran Church,Schoharie,9/12/08,08NR05859,-74.58581647,42.74125799,POINT (-74.5858164651 42.741257988),church
Saint John's Roman Catholic Church,Jefferson,6/28/96,96NR00948,-75.97068186,44.18888684,POINT (-75.9706818575 44.1888868379),church
Delphi Baptist Church,Onondaga,8/24/79,90NR02091,-75.91293053,42.87739754,POINT (-75.9129305289 42.8773975355),church
Ellis Methodist Episcopal Church,Tompkins,5/27/93,95NR00807,-76.38352422,42.42594347,POINT (-76.3835242185 42.4259434666),church
United Methodist Church,Jefferson,9/6/90,90NR03008,-76.21859543,44.00661083,POINT (-76.2185954287 44.0066108301),church
St. Paul's Methodist Church,Suffolk,11/8/21,90NR03093,-73.34535524,40.90083819,POINT (-73.3453552385 40.9008381888),church
Union Valley Congregational Church,Cortland,12/31/02,02NR05006,-75.88332227,42.63378606,POINT (-75.8833222673 42.6337860577),church
Fourth Avenue Methodist Episcopal Church,Kings,8/8/19,19NR00028,-74.01096463,40.6485159,POINT (-74.0109646333 40.6485159015),church
Old Southeast Church,Putnam,7/24/72,90NR02381,-73.57487795,41.43139986,POINT (-73.5748779467 41.4313998595),church
Old Saratoga Reformed Church,Saratoga,11/7/97,97NR01225,-73.58421103,43.09853461,POINT (-73.584211031 43.098534612),church
Saint Mark's and Saint John's Episcopal Church,Monroe,1/5/05,04NR05272,-77.5622456,43.16808389,POINT (-77.562245602 43.1680838878),church
Second Baptist Church,Dutchess,1/20/72,90NR00367,-73.93100876,41.70639985,POINT (-73.9310087573 41.7063998517),church
Church of St. John the Evangelist,Greene,4/21/04,03NR05174,-74.14740953,42.18234564,POINT (-74.1474095334 42.1823456366),church
St Regis Presbyterian Church,Franklin,10/29/20,20NR00071,-74.29714345,44.43203163,POINT (-74.2971434478 44.432031631),church
First Presbyterian Church of Tuscarora,Livingston,1/14/04,02NR04942,-77.86994206,42.63438815,POINT (-77.8699420562 42.6343881541),church
Church of St. John The Evangelist,Columbia,4/13/72,90NR00242,-73.74732931,42.3081629,POINT (-73.7473293149 42.3081629014),church
St. Andrew's Evangelical Lutheran Church Complex,Erie,9/8/83,90NR01234,-78.84657401,42.88811294,POINT (-78.8465740065 42.8881129414),church
First Universalist Church of Portageville,Wyoming,2/19/08,07NR05832,-78.0455945,42.56560391,POINT (-78.0455945045 42.5656039098),church
First Baptist Church,Schuyler,9/13/01,01NR01755,-76.86970985,42.38069283,POINT (-76.8697098506 42.3806928313),church
Trinity-St. Paul's Episcopal Church,Westchester,7/12/06,04NR05312,-73.78466615,40.90944801,POINT (-73.7846661503 40.9094480109),church
Davenport Presbyterian Church,Delaware,7/24/17,17NR00011,-74.8474333,42.47055849,POINT (-74.8474333041 42.4705584894),church
Church of St. Ignatius Loyola Complex,New York,7/24/80,90NR00794,-73.95890303,40.77917091,POINT (-73.9589030324 40.7791709125),church
Reformed Dutch Church of Poughkeepsie,Dutchess,2/28/08,07NR05698,-73.92183344,41.69504371,POINT (-73.9218334369 41.6950437088),church
Church of Notre Dame and Rectory,New York,5/6/80,90NR00694,-73.96045127,40.80511199,POINT (-73.9604512689 40.8051119934),church
Vine Valley Methodist Church,Yates,8/24/94,94NR00691,-77.32468696,42.72388803,POINT (-77.3246869624 42.7238880308),church
St. John's Church Complex,Richmond,,94NR00547,-74.06325563,40.61149345,POINT (-74.0632556334 40.6114934539),church
Church of St. Paul the Apostle,New York,12/5/91,91NR00098,-73.98519838,40.76981159,POINT (-73.9851983845 40.7698115923),church
Christ Episcopal Church,Allegany,5/17/74,90NR00019,-78.06279882,42.25231749,POINT (-78.062798816 42.2523174897),church
