OBJECTID,City,Block,Lot,Street & Number,BBL,Property Name,LPC_LPNumb,LPC_SiteDe,LPC_SiteSt,LPC_Altern,DesDate,LandmarkTy,URL_REPORT,Shape_Leng,Shape_Area,Type,County
1000,Manhattan,9,7,7 State Street,1000090007,James Watson House,LP-00036,"Borough of Manhattan Tax Map Block 9, Lot 7 in part, consisting of the land on which the described building is situated.",Designated,now the Rectory of the Shrine of Saint Elizabeth Ann Seton,11/23/65,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0036.pdf,241.3663739,3075.751524,house,New York
1027,Manhattan,1726,44,12 West 129th Street,1017260044,12 West 129th Street House,LP-01845,Too long,Designated,,7/26/94,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1845.pdf,386.6389151,8881.02485,house,New York
1033,Manhattan,336,28,466 Grand Street,1003360028,Neighborhood Playhouse,LP-02433,Too long,Designated,,3/22/11,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2433.pdf,382.5109933,7127.145748,house,New York
1043,Manhattan,637,40,159 Charles Street,1006370040,159 Charles Street House,LP-02211,"Borough of Manhattan Tax Map Block 637, Lot 40 in part comprising the land on which the described building and rear yard are situated and excluding the former carriage house facing on to Charles Lane (see attached map).",Designated,,3/6/07,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2211.pdf,202.8132348,1704.771196,house,New York
1048,Manhattan,557,1,94-96 Fourth Avenue,1005570001,Grace Memorial House,LP-00853,"Borough of Manhattan Tax Map Block 557, Lot 39 in part, consisting of the land on which the described building is situated. (Originally heard as Borough of Manhattan Tax Map Block 557, Lot 32 in part.)",Designated,"also known as Huntington House, part of the Grace Church Complex",2/22/77,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0853.pdf,220.4820101,2791.150303,house,New York
1049,Manhattan,557,1,92 Fourth Avenue,1005570001,Clergy House,LP-00852,"Borough of Manhattan Tax Map Block 557, Block 39 in part, consisting of the land on which the described building is situated. (Originally heard as Borough of Manhattan Tax Map Block 557, Lot 34 in part.)",Designated,part of the Grace Church Complex,2/22/77,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0852.pdf,172.1486548,1180.758881,house,New York
1050,Manhattan,557,1,98 Fourth Avenue,1005570001,Neighborhood House,LP-00854,"Borough of Manhattan Tax Map Block 557, Lot 39 in part, consisting of the land on which the described building is situated. (Originally heard as Borough of Manhattan Tax Map Block 557, Lot 32 in part)",Designated,part of the Grace Church Complex,2/22/77,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0854.pdf,180.5466998,1166.589759,house,New York
1055,Manhattan,0,0,West 72nd Street,0,"Interborough Rapid Transit System, 72nd Street Control House",LP-01021,"The island on Broadway bounded by the southern curb line of West 72nd Street on the north, and by Broadway on the east, south, and west, and which is contiguous to Tax Map Blocks 1143 and 1163.",Designated,,1/9/79,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1021.pdf,471.2564687,8393.217723,house,New York
1056,Manhattan,1184,6,309 West 72nd Street,1011840006,309 West 72nd Street House,LP-01717,"Borough of Manhattan Tax Map Block 1184, Lot 6.",Designated,also known as the William E. Diller House,1/8/91,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1717.pdf,263.0084326,2753.193629,house,New York
1066,Manhattan,1287,69,651-653 Fifth Avenue and 2-4 East 52nd Street,1012870069,Morton and Nellie Plant House and Edward and Frances Holbrook House,LP-00271,Too long,Designated,"now Cartier, Inc.",7/14/70,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0271.pdf,375.7714134,5353.804308,house,New York
1100,Manhattan,0,0,Battery Park,1000030001,"Interborough Rapid Transit System, Battery Park Control House",LP-00829,"Borough of Manhattan, Tax Map Block 3, Lot 1 in part, consisting of the land on which the described improvement is situated.",Designated,,11/20/73,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0829.pdf,138.2826992,990.6548147,house,New York
1102,Manhattan,1957,140,287 Convent Avenue,1019570140,"Alexander Hamilton House, the Grange, Amendment to Landmark Site",LP-00317A,"Proposed Site: Borough of Manhattan Tax Map Block 1957, Lot 140 in part, consisting of the land on which the described building is situated.",Designated,now the Hamilton Grange National Monument,8/2/67,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0317.pdf,227.6154888,2880.598321,house,New York
1141,Manhattan,1373,1,"northern tip of Roosevelt Island, approximately opposite East 86th Street",1013730001,Roosevelt Island Lighthouse,LP-00911,"Borough of Manhattan Tax Map Block 1373, Lot 1 in part consisting of the land on which the described building is situated.",Designated,,3/23/76,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0911.pdf,53.48823454,227.0922174,house,New York
1143,Manhattan,1373,1,"Roosevelt Island, located approximately opposite East 65th Street",1013730001,James Blackwell House,LP-00912,"Tax Map Block 1373, Lot 1 in part consisting of the land on which the described building is situated.",Designated,,3/23/76,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0912.pdf,197.0023595,1945.31815,house,New York
1167,Manhattan,855,1,27 Madison Avenue,1008550001,"Appellate Division Courthouse, New York State Supreme Court",LP-00235,"Borough of Manhattan Tax Map Block 855, Lot 1 in part, consisting of the land on which the described building is situated.",Designated,,6/7/66,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0235.pdf,488.8423375,8727.318909,house,New York
1168,Manhattan,897,16,15 Rutherford Place and 226 East 16th Street,1008970016,Friends Meeting House and Seminary,LP-00241,"Borough of Manhattan Tax Map Block 897, Lot 16 in part, consisting of the land on which the described buildings are situated.",Designated,,12/9/69,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0241.pdf,649.7174687,12388.74063,house,New York
1171,Manhattan,1286,21,24-26 East 51st Street,1012860021,Villard Houses,LP-00269,"Borough of Manhattan Tax Map Block 1286, Lot 48 in part, consisting of the land on which the described building is situated and that part of the Courtyard owned by the owner of 24-26 East 51st Street.",Designated,now the New York Palace Hotel,9/30/68,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0269.pdf,215.3988969,2224.20097,house,New York
1172,Manhattan,1286,21,451-455 Madison Avenue and 29 1/2 East 50th Street,1012860021,Villard Houses,LP-00268,"Borough of Manhattan Tax Map Block 1286, Lot 21 in part, consisting of the land on which the described buildings are situated and that part of the Courtyard owned by the owner of 451-455 Madison Avenue and 29 1/2 East 50th Street",Designated,now the New York Palace Hotel,9/30/68,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0268.pdf,669.2624133,19656.5593,house,New York
1194,Manhattan,1493,1,998 Fifth Avenue,1014930001,998 Fifth Avenue Apartment House,LP-00429,"Borough of Manhattan Tax Map Block 1493, Lot 1.",Designated,,2/19/74,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0429.pdf,466.2428716,13515.33755,house,New York
1202,Manhattan,1,10,"Nolan Park, corner of Barry Road and Andes Road",1000010010,Governor's House,LP-00545,"Borough of Manhattan Tax Map Block 1, Lot 10 in part, consisting of the land on which the described building is situated.",Designated,originally a guardhouse,9/19/67,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0545.pdf,200.7311508,1802.849626,house,New York
1203,Manhattan,142,19,41 Harrison Street,1001420019,41 Harrison Street House,LP-00556,"Borough of Manhattan Tax Map Block 182, Lot 1 in part, consisting of the land on which the descrived building is situated.",Designated,designated as the 331 Washington Street House (William B. Nichols House),5/13/69,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0556.pdf,128.3627188,875.3668074,house,New York
1204,Manhattan,142,18,39 Harrison Street,1001420018,39 Harrison Street House,LP-00555,"Borough of Manhattan Tax Map Block 182, Lot 1 in part, consisting of the land on which the descrived building is situated.",Designated,designated as the 329 Washington Street House (Joseph Randolph House),5/13/69,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0555.pdf,129.8556273,908.5870992,house,New York
1205,Manhattan,142,17,37 Harrison Street,1001420017,37 Harrison Street House,LP-00554,"Borough of Manhattan Tax Map Block 185, Lot 1 in part, consisting of the land on which the described building is situated.",Designated,designated as the 327 Washington Street House (Wilson Hunt House),5/13/69,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0554.pdf,124.3185649,841.2766112,house,New York
1206,Manhattan,142,13,29 Harrison Street,1001420013,29 Harrison Street House,LP-00557,"Borough of Manhattan Tax Map Block 182, Lot 1 in part, consisting of the land on which the described building is situated.",Designated,also known as the Sarah R. Lambert House,5/13/69,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0557.pdf,108.04717,666.6058612,house,New York
1207,Manhattan,142,14,31 Harrison Street,1001420014,31 Harrison Street House,LP-00558,"Borough of Manhattan Tax Map Block 182, Lot 1 in part, consisting of the land on which the described building is situated.",Designated,also known as the Jacob Ruckle House,5/13/69,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0558.pdf,110.6068849,711.3325526,house,New York
1208,Manhattan,142,16,33 Harrison Street,1001420016,33 Harrison Street House,LP-00559,"Borough of Manhattan Tax Map Block 182, Lot 1 in part, consisting of the land on which the described building is situated.",Designated,also known as the Ebenezer Miller House,5/13/69,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0559.pdf,102.9627126,577.7523525,house,New York
1209,Manhattan,142,12,27A Harrison Street,1001420012,27A Harrison Street House,LP-00551,"Proposed Site: Borough of Manhattan Tax Map Block 141, Lot 1 in part, consisting of the land on which the described building is situated.",Proposed,designated as the 315 Washington Street House,5/13/69,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0551.pdf,138.2261155,1134.44357,house,New York
1210,Manhattan,142,11,27 Harrison Street,1001420011,27 Harrison Street House,LP-00552,"Proposed Site: Borough of Manhattan Tax Map Block 142, Lot 1 in part, consisting of the land on which the described building is situated.",Proposed,designated as the 317 Washington Street House,5/13/69,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0552.pdf,131.087157,983.5614778,house,New York
1211,Manhattan,142,10,25 Harrison Street,1001420010,25 Harrison Street House,LP-00553,"Proposed Site: Borough of Manhattan Tax Map Block 142, Lot 20 in part, consisting of the land on which the described building is situated.",Proposed,designated as the 314 Washington Street House (Jonas Wood House),5/13/69,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0553.pdf,117.2089554,789.0066943,house,New York
1220,Manhattan,1385,1,1 East 70th Street and 10 East 71st Street,1013850001,Henry Clay and Adelaide Childs Frick House,LP-00667,"Borough of Manhattan Tax Map Block 1385, Lot 1.",Designated,now the Frick Collection and Frick Art Reference Library,3/20/73,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0667.pdf,967.9845855,57012.47627,house,New York
1222,Manhattan,1503,7,7 East 91st Street,1015030007,James A. and Florence Sloane Burden House,LP-00676,"Borough of Manhattan Tax Map Block 1503, Lot 7.",Designated,now the Convent of the Sacred Heart,2/19/74,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0676.pdf,346.956796,7205.856835,house,New York
1223,Manhattan,1503,10,9 East 91st Street,1015030010,John Henry and Emily Vanderbilt Sloane Hammond House,LP-00677,"Borough of Manhattan Tax Map Block 1503, Lot 10.",Designated,now the Consulate General of the Russian Federation in New York,7/23/74,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0677.pdf,345.0973976,7108.649606,house,New York
1230,Manhattan,1385,7501,11 East 70th Street,1013857501,11 East 70th Street House,LP-00846,"Borough of Manhattan Tax Map Block 1385, Lot 12.",Designated,,7/23/74,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0846.pdf,258.0927996,2623.327961,house,New York
1231,Manhattan,1385,7501,15 East 70th Street,1013857501,John Chandler and Corinne deBébian Moore House,LP-00847,"Borough of Manhattan Tax Map Block 1385, Lot 13.",Designated,also known as the 15 East 70th Street House,7/23/74,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0847.pdf,255.7200367,2500.201625,house,New York
1232,Manhattan,1507,7502,3 East 95th Street,1015077502,Mrs. Amory S. Carhart House,LP-00868,"Borough of Manhattan Tax Map Block 1507, Lot 5.",Designated,,7/23/74,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0868.pdf,313.5889914,5361.337217,house,New York
1235,Manhattan,0,0,"West 151st to West 153rd Streets, Macombs Place to Harlem River Drive",0,Harlem River Houses,LP-00894,"Borough of Manhattan Tax Map Block 2037, Lot 11, and Tax Map Block 2020, Lot 1.",Designated,,9/23/75,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0894.pdf,3515.294801,318886.7786,house,New York
1246,Manhattan,1971,18,West 135th Street at Convent Avenue,1019710018,"Croton Aqueduct, 135th Street Gatehouse",LP-01035,"Borough of Manhattan, Tax Map Block 1971, Lot 18 in part.",Designated,,3/23/81,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1035.pdf,412.3016487,6925.058126,house,New York
1253,Manhattan,1504,1,1109 Fifth Avenue,1015040001,Felix and Frieda S. Warburg House,LP-01116,"Borough of Manhattan Tax Map Block 1504, Lot 1 in part, consisting of the land on which the described building is situated.",Designated,now the Jewish Museum,11/24/81,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1116.pdf,295.9824493,4663.549904,house,New York
1254,Manhattan,1727,67,62 West 130th Street,1017270067,62 West 130th Street House,LP-01164,Too long,Designated,part of Astor Row,8/11/81,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1164.pdf,252.2670565,2518.720712,house,New York
1274,Manhattan,2083,35,1854 Amsterdam Avenue,1020830035,32nd Police Precinct Station House,LP-01389,"Borough of Manhattan Tax Map Block 2083, Lot 33.",Amended,later the 30th Police Precinct Station House,7/15/86,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1389.pdf,412.117798,10605.61777,house,New York
1278,Manhattan,122,1,52 Chambers Street,1001220001,New York County Courthouse,LP-01437,"Borough of Manhattan Tax Map Block 122, Lot 1 in part, consisting of the land on which the described building is situated.",Designated,also known as the Tweed Courthouse,10/16/84,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1437.pdf,1021.630895,38282.94069,house,New York
1282,Manhattan,1489,0,507-523 East 77th Street and 508-522 East 78th Street,0,East River Houses,LP-01516,"Borough of Manhattan Tax Map Block 1489, Lots 8 and 37.",Designated,"now the Cherokee Apartments, designated as the Shively Sanitary Tenements",7/9/85,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1516.pdf,870.4796196,47283.97116,house,New York
1290,Manhattan,2178,3,Fort Washington Park,1021780003,Jeffrey's Hook Lighthouse,LP-01654,Too long,Designated,also known as the Little Red Lighthouse,5/14/91,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1654.pdf,829.1437335,21328.05464,house,New York
1353,Manhattan,1271,54,26 West 56th Street,1012710054,E. Hayward and Amelia Parsons Ferry House,LP-02330,"Borough of Manhattan Tax Map Block 1271, Lot 54.",Designated,,11/10/09,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2330.pdf,248.9703439,2090.418528,house,New York
1373,Manhattan,489,2,57 Sullivan Street,1004890002,57 Sullivan Street House,LP-02344,"Borough of Manhattan Tax Map Block 489, Lot 2.",Designated,,4/12/16,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2344.pdf,167.9482343,1322.742374,house,New York
1384,Manhattan,137,25,160 Chambers Street,1001370025,"(Former) Firehouse, Engine Company 29",LP-02564,"Borough of Manhattan Tax Map Block 137, Lot 25",Designated,,6/28/16,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2564.pdf,210.0352002,2055.295002,house,New York
0,Manhattan,1290,14,19-21 East 54th Street,1012900014,Minnie E. Young House,LP-02577,"Borough of Manhattan Tax Map Block 1290, Lot 14",Designated,,11/22/16,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2577.pdf,285.5366409,4177.094445,house,New York
0,Manhattan,1291,127,57-59 East 55th Street,1012910127,Martin Erdmann House,LP-02578,"Borough of Manhattan Tax Map Block 1291, Lot 127",Designated,,11/22/16,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2578.pdf,271.9271618,3320.590531,house,New York
0,Manhattan,1564,7503,412 East 85th Street,1015647503,412 East 85th Street House,LP-00592,"Borough of Manhattan Tax Map Block 1564, Lot 7503.",Designated,,12/13/16,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0592.pdf,252.3647319,2308.692774,house,New York
0,Manhattan,1106,1,"855-869 Eleventh Avenue (aka 601-669 West 58th Street, 600-648 West 59th Street)",1011060001,Interborough Rapid Transit Company Powerhouse,LP-02374,"Borough of Manhattan, Tax Map Block 1106, Lot 1 in part.",Designated,,12/5/17,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2374.pdf,1799.950428,142525.3089,house,New York
0,Manhattan,1784,5,207-215 East 119th Street,1017840005,Richard Webber Harlem Packing House,LP-02595,"Borough of Manhatta Tax Map Block 1784, Lot 5",Designated,,3/27/18,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2595.pdf,296.2887527,5457.449867,house,New York
6663,Manhattan,501,30,99 Wooster Street,1005010030,Gay Activists Alliance Firehouse,LP-02632,"Borough of Manhattan Tax Map Block 501, Lot 30",Designated,,6/18/19,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2632.pdf,257.4415696,2661.262508,house,New York
256,Manhattan,544,1,393-399 Lafayette Street,1005440001,De Vinne Press Building,LP-00201,"Borough of Manhattan Tax Map Block 544, Lot 1.",Designated,,10/19/66,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0201.pdf,506.6362667,15753.12892,inn,New York
1362,Manhattan,610,1,51-53 Christopher Street,1006100001,Stonewall Inn,LP-02574,"Borough of Manhattan, Tax Map Block 610, Lot 1 in part consisting of the land on which the buildings at 51-53 Christopher Street are situated",Designated,,6/23/15,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2574.pdf,291.0657433,4306.543277,inn,New York
128,Manhattan,773,38,209-211 West 23rd Street,1007730038,"New York Public Library, Muhlenberg Branch",LP-02060,"Borough of Manhattan Tax Map Block 773, Lot 38.",Designated,,1/30/01,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2060.pdf,306.0784148,4383.541792,library,New York
131,Manhattan,311,31,192 East Broadway,1003110031,"New York Public Library, Seward Park Branch",LP-02531,"Borough of Manhattan Tax Map Block 311, Lot 31.",Designated,,6/25/13,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2531.pdf,355.2824572,6773.532328,library,New York
141,Manhattan,544,16,425 Lafayette Street,1005440016,Astor Library,LP-00016,"Borough of Manhattan Tax Map Block 544, Lot 16.",Designated,now the Joseph Papp Public Theater,10/26/65,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0016.pdf,818.0250156,31273.05499,library,New York
144,Manhattan,280,44,31 East Broadway,1002800044,"New York Public Library, Chatham Square Branch",LP-02098,"Borough of Manhattan Tax Map Block 280, Lot 44.",Designated,,11/13/01,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2098.pdf,257.1930195,3924.964879,library,New York
323,Manhattan,866,25,225 Madison Avenue,1008660025,Pierpont Morgan Library and Annex,LP-00239,"Borough of Manhattan Tax Map Block 866, Lot 25.",Designated,now the Morgan Library & Museum,5/17/66,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0239.pdf,951.8375965,28554.29177,library,New York
378,Manhattan,404,39,331 East 10th Street,1004040039,"New York Public Library, Tompkins Square Branch",LP-01998,"Borough of Manhattan Tax Map Block 404, Lot 39.",Designated,,5/18/99,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1998.pdf,296.4030081,4938.580138,library,New York
381,Manhattan,1257,1,476 Fifth Avenue,1012570001,"New York Public Library, Astor, Lenox and Tilden Foundations",LP-00246,"Borough of Manhattan Tax Map Block 1257, Lot 1.",Designated,,1/11/67,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0246.pdf,1872.955099,219005.132,library,New York
474,Manhattan,1433,37,222 East 79th Street,1014330037,"New York Public Library, Yorkville Branch",LP-00425,"Borough of Manhattan Tax Map Block 1433, Lot 37.",Designated,,1/24/67,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0425.pdf,287.9807085,4124.526063,library,New York
528,Manhattan,1871,138,206 West 100th Street,1018710138,"New York Free Circulating Library, Bloomingdale Branch",LP-01616,"Borough of Manhattan Tax Map Block 1871, Lot 138.",Designated,now Ukrainian Academy of Arts and Sciences,8/29/89,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1616.pdf,196.9456203,2376.113408,library,New York
543,Manhattan,1637,141,174 East 110th Street,1016370141,"New York Public Library, Aguilar Branch",LP-01837,"Borough of Manhattan Tax Map Block 1637, Lot 141.",Designated,,6/25/96,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1837.pdf,311.4297685,5285.715206,library,New York
550,Manhattan,2077,26,503 West 145th Street,1020770026,"New York Public Library, Hamilton Grange Branch",LP-00599,"Borough of Manhattan Tax Map Block 2077, Lot 26.",Designated,,3/31/70,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0599.pdf,327.8199037,6191.902801,library,New York
576,Manhattan,1789,37,224 East 125th Street,1017890037,"New York Public Library, 125th Street Branch",LP-02305,"Borough of Manhattan Tax Map Block 1789, Lot 37.",Designated,,1/13/09,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2305.pdf,313.9996858,5323.710944,library,New York
633,Manhattan,1920,26,103 West 135th Street,1019200026,"New York Public Library, Schomburg Collection for Research in Black Culture",LP-01133,"Borough of Manhattan Tax Map Block 1920, Lot 26.",Designated,originally 135th Street Branch,2/3/81,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1133.pdf,545.4776639,11602.24767,library,New York
662,Manhattan,1980,22,518 West 125th Street,1019800022,"New York Public Library, George Bruce Branch",LP-02304,"Borough of Manhattan Tax Map Block 1980, Lot 22",Designated,,1/13/09,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2304.pdf,351.649387,6270.15587,library,New York
664,Manhattan,1831,26,203 West 115th Street,1018310026,"New York Public Library, 115th Street Branch",LP-00298,"Borough of Manhattan Tax Map Block 1831, Lot 26.",Designated,,7/12/67,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0298.pdf,305.0871632,5065.435252,library,New York
1045,Manhattan,464,39,135 Second Avenue,1004640039,"New York Free Circulating Library, Ottendorfer Branch",LP-00969,"Borough of Manhattan, Tax Map Block 464, Lot 37 in part.",Designated,"now the New York Public Library, Ottendorfer Brance",9/20/77,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0969.pdf,178.962159,1353.418275,library,New York
1175,Manhattan,197,1,North of the College Walk (West 116th Street) between Broadway and Amsterdam Avenue,1019730001,Low Memorial Library,LP-00304,"Borough of Manhattan Tax Map Block 1973, Lot 1 in part, consisting of the land on which the described building is situated.",Designated,,9/20/66,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0304.pdf,760.5185718,32273.35237,library,New York
0,Manhattan,1722,30,9 West 124th Street,1017220030,"New York Public Library, Harlem Branch",LP-02652,"Borough of Manhattan, Tax Map Block 1733, Lot 30",Designated,,6/15/21,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2652.pdf,298.7136837,4775.453754,library,New York
813,Manhattan,1250,61,346 West 89th Street,1012500061,Isaac L. and Julia B. Rice Mansion,LP-01089,"Borough of Manhattan Tax Map Block 1250, Lot 61.",Designated,now the Yeshiva Ketana of Manhattan,2/19/80,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1089.pdf,465.3153839,12949.82921,mansion,New York
1071,Manhattan,1592,1,East End Avenue at East 88th Street,1015920001,Gracie Mansion,LP-00179,"Borough of Manhattan Tax Map Block 1592, Lot 1 in part, consisting of the land on which the described building is situated",Designated,,9/20/66,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0179.pdf,290.3436889,5030.451318,mansion,New York
113,Manhattan,13,1,1 Broadway,1000130001,International Mercantile Marine Company Building,LP-01926,"Borough of Manhattan Tax Map Block 13, Lot 1.",Designated,,9/19/95,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1926.pdf,563.2593826,18200.0779,other,New York
114,Manhattan,28,7501,82-92 Beaver Street/1 Wall Street Court,1000287501,Beaver Building,LP-01942,"Borough of Manhattan Tax Map Block 28, Lot 17.",Designated,later the New York Coca Exchange Building,2/13/96,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1942.pdf,387.3361432,7957.919714,other,New York
115,Manhattan,13,5,5-11 Broadway,1000130005,Bowling Green Offices Building,LP-01927,"Borough of Manhattan Tax Map Block 13, Lot 5.",Designated,,9/19/95,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1927.pdf,709.6318977,30686.04047,other,New York
119,Manhattan,29,36,1 William Street,1000290036,J. & W. Seligman & Company Building,LP-01943,"Borough of Manhattan Tax Map Block 29, Lot 36.",Designated,"later Lehman Brothers, now Banca Commerciale Italiana",2/13/96,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1943.pdf,395.6064365,9391.004773,other,New York
122,Manhattan,22,13,26 Broadway,1000220013,Standard Oil Building,LP-01930,"Borough of Manhattan Tax Map Block 22, Lot 13.",Designated,,9/19/95,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1930.pdf,872.3540941,48769.18689,other,New York
124,Manhattan,472,7501,240 Centre Street,1004727501,New York City Police Headquarters,LP-00999,"Borough of Manhattan Tax Map Block 472, Lot 31.",Designated,now the Police Building Apartments,9/26/78,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0999.pdf,954.044304,28965.85817,other,New York
125,Manhattan,873,1,50 Union Square East,1008730001,Germania Life Insurance Company Building,LP-01541,"Borough of Manhattan Tax Map Block 873, Lot 1 in part consisting of the western portion of the lot, which is approximately 80 feet by 115 feet, on which the described building is situated.",Designated,now the W Hotel,9/6/88,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1541.pdf,415.2996372,10343.50322,other,New York
133,Manhattan,170,6,346 Broadway,1001700006,New York Life Insurance Company Building,LP-01512,"Borough of Manhattan Tax Map Block 170, Lot 6.",Designated,,2/10/87,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1512.pdf,971.6279779,31696.31928,other,New York
136,Manhattan,793,59,136 West 18th Street,1007930059,136 West 18th Street Stable,LP-01818,"Borough of Manhattan Tax Map Block 793, Lot 59.",Designated,,12/11/90,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1818.pdf,232.9893606,2114.898831,other,New York
139,Manhattan,64,9,65 Liberty Street,1000640009,Chamber of Commerce of the State of New York,LP-00053,"Borough of Manhattan Tax Map Block 64, Lot 9.",Designated,now the Mega International Commercial Bank,1/18/66,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0053.pdf,367.7947892,8368.413915,other,New York
140,Manhattan,545,38,432 Lafayette Street,1005450038,432 Lafayette Street Building,LP-00012,"Borough of Manhattan Tax Map Block 545, Lot 38.",Designated,"a part of La Grange Terrace, also known as Colonnade Row",10/14/65,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0012.pdf,338.6792017,3885.77904,other,New York
148,Manhattan,850,4,153-157 Fifth Avenue,1008500004,Scribner Building,LP-00935,"Borough of Manhattan Tax Map Block 850, Lot 4.",Designated,now the United Synagogue of America,9/14/76,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0935.pdf,290.5937181,5070.639158,other,New York
